OrderID,ProductID,CustomerID,OrderDate,ProductCategoryID,SupplierID,CustomerName,CustomerCountry,ProductName,SupplierName,UnitPrice,Quantity,Discount,NetLineRevenue
10430,21,ERNSH,1995-03-02,3,8,Ernst Handel,Austria,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",8,50,0,400
10430,56,ERNSH,1995-03-02,5,26,Ernst Handel,Austria,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,30,0,912
10430,59,ERNSH,1995-03-02,4,28,Ernst Handel,Austria,Raclette Courdavault,Gai pâturage,44,70,0.2,2464
10431,17,BOTTM,1995-03-02,6,7,Bottom-Dollar Markets,Canada,Alice Mutton,"Pavlova, Ltd.",31.2,50,0.25,1170
10431,40,BOTTM,1995-03-02,8,19,Bottom-Dollar Markets,Canada,Boston Crab Meat,New England Seafood Cannery,14.7,50,0.25,551.25
10431,47,BOTTM,1995-03-02,3,22,Bottom-Dollar Markets,Canada,Zaanse koeken,Zaanse Snoepfabriek,7.6,30,0.25,171
10432,26,SPLIR,1995-03-03,3,11,Split Rail Beer & Ale,USA,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,24.9,10,0,249
10432,54,SPLIR,1995-03-03,6,25,Split Rail Beer & Ale,USA,Tourtière,Ma Maison,5.9,40,0,236
10433,56,PRINI,1995-03-06,5,26,Princesa Isabel Vinhos,Portugal,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,28,0,851.1999999999999
10434,11,FOLKO,1995-03-06,4,5,Folk och fä HB,Sweden,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',16.8,6,0,100.80000000000001
10434,76,FOLKO,1995-03-06,1,23,Folk och fä HB,Sweden,Lakkalikööri,Karkki Oy,14.4,18,0.15,220.32
10435,2,CONSH,1995-03-07,1,1,Consolidated Holdings,UK,Chang,Exotic Liquids,15.2,10,0,152
10435,22,CONSH,1995-03-07,5,9,Consolidated Holdings,UK,Gustaf's Knäckebröd,PB Knäckebröd AB,16.8,12,0,201.60000000000002
10435,72,CONSH,1995-03-07,4,14,Consolidated Holdings,UK,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,10,0,278
10436,46,BLONP,1995-03-08,8,21,Blondel père et fils,France,Spegesild,Lyngbysild,9.6,5,0,48
10436,56,BLONP,1995-03-08,5,26,Blondel père et fils,France,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,40,0.1,1094.4
10436,64,BLONP,1995-03-08,5,12,Blondel père et fils,France,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,26.6,30,0.1,718.2
10436,75,BLONP,1995-03-08,1,12,Blondel père et fils,France,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,6.2,24,0.1,133.92000000000002
10437,53,WARTH,1995-03-08,6,24,Wartian Herkku,Finland,Perth Pasties,"G'day, Mate",26.2,15,0,393
10438,19,TOMSP,1995-03-09,3,8,Toms Spezialitäten,Germany,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",7.3,15,0.2,87.60000000000001
10438,34,TOMSP,1995-03-09,1,16,Toms Spezialitäten,Germany,Sasquatch Ale,Bigfoot Breweries,11.2,20,0.2,179.20000000000002
10438,57,TOMSP,1995-03-09,5,26,Toms Spezialitäten,Germany,Ravioli Angelo,Pasta Buttini s.r.l.,15.6,15,0.2,187.20000000000002
10439,12,MEREP,1995-03-10,4,5,Mère Paillarde,Canada,Queso Manchego La Pastora,Cooperativa de Quesos 'Las Cabras',30.4,15,0,456
10439,16,MEREP,1995-03-10,3,7,Mère Paillarde,Canada,Pavlova,"Pavlova, Ltd.",13.9,16,0,222.4
10439,64,MEREP,1995-03-10,5,12,Mère Paillarde,Canada,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,26.6,6,0,159.60000000000002
10439,74,MEREP,1995-03-10,7,4,Mère Paillarde,Canada,Longlife Tofu,Tokyo Traders,8,30,0,240
10440,2,SAVEA,1995-03-13,1,1,Save-a-lot Markets,USA,Chang,Exotic Liquids,15.2,45,0.15,581.4
10440,16,SAVEA,1995-03-13,3,7,Save-a-lot Markets,USA,Pavlova,"Pavlova, Ltd.",13.9,49,0.15,578.9350000000001
10440,29,SAVEA,1995-03-13,6,12,Save-a-lot Markets,USA,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,99,24,0.15,2019.6
10440,61,SAVEA,1995-03-13,2,29,Save-a-lot Markets,USA,Sirop d'érable,Forêts d'érables,22.8,90,0.15,1744.2
10441,27,OLDWO,1995-03-13,3,11,Old World Delicatessen,USA,Schoggi Schokolade,Heli Süßwaren GmbH & Co. KG,35.1,50,0,1755
10442,11,ERNSH,1995-03-14,4,5,Ernst Handel,Austria,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',16.8,30,0,504
10442,54,ERNSH,1995-03-14,6,25,Ernst Handel,Austria,Tourtière,Ma Maison,5.9,80,0,472
10442,66,ERNSH,1995-03-14,2,2,Ernst Handel,Austria,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,13.6,60,0,816
10443,11,REGGC,1995-03-15,4,5,Reggiani Caseifici,Italy,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',16.8,6,0.2,80.64000000000001
10443,28,REGGC,1995-03-15,7,12,Reggiani Caseifici,Italy,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,36.4,12,0,436.79999999999995
10444,17,BERGS,1995-03-15,6,7,Berglunds snabbköp,Sweden,Alice Mutton,"Pavlova, Ltd.",31.2,10,0,312
10444,26,BERGS,1995-03-15,3,11,Berglunds snabbköp,Sweden,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,24.9,15,0,373.5
10444,35,BERGS,1995-03-15,1,16,Berglunds snabbköp,Sweden,Steeleye Stout,Bigfoot Breweries,14.4,8,0,115.2
10444,41,BERGS,1995-03-15,8,19,Berglunds snabbköp,Sweden,Jack's New England Clam Chowder,New England Seafood Cannery,7.7,30,0,231
10445,39,BERGS,1995-03-16,1,18,Berglunds snabbköp,Sweden,Chartreuse verte,Aux joyeux ecclésiastiques,14.4,6,0,86.4
10445,54,BERGS,1995-03-16,6,25,Berglunds snabbköp,Sweden,Tourtière,Ma Maison,5.9,15,0,88.5
10446,19,TOMSP,1995-03-17,3,8,Toms Spezialitäten,Germany,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",7.3,12,0.1,78.84
10446,24,TOMSP,1995-03-17,1,10,Toms Spezialitäten,Germany,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,20,0.1,64.8
10446,31,TOMSP,1995-03-17,4,14,Toms Spezialitäten,Germany,Gorgonzola Telino,Formaggi Fortini s.r.l.,10,3,0.1,27
10446,52,TOMSP,1995-03-17,5,24,Toms Spezialitäten,Germany,Filo Mix,"G'day, Mate",5.6,15,0.1,75.60000000000001
10447,19,RICAR,1995-03-17,3,8,Ricardo Adocicados,Brazil,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",7.3,40,0,292
10447,65,RICAR,1995-03-17,2,2,Ricardo Adocicados,Brazil,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,16.8,35,0,588
10447,71,RICAR,1995-03-17,4,15,Ricardo Adocicados,Brazil,Fløtemysost,Norske Meierier,17.2,2,0,34.4
10448,26,RANCH,1995-03-20,3,11,Rancho grande,Argentina,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,24.9,6,0,149.39999999999998
10448,40,RANCH,1995-03-20,8,19,Rancho grande,Argentina,Boston Crab Meat,New England Seafood Cannery,14.7,20,0,294
10449,10,BLONP,1995-03-21,8,4,Blondel père et fils,France,Ikura,Tokyo Traders,24.8,14,0,347.2
10449,52,BLONP,1995-03-21,5,24,Blondel père et fils,France,Filo Mix,"G'day, Mate",5.6,20,0,112
10449,62,BLONP,1995-03-21,3,29,Blondel père et fils,France,Tarte au sucre,Forêts d'érables,39.4,35,0,1379
10450,10,VICTE,1995-03-22,8,4,Victuailles en stock,France,Ikura,Tokyo Traders,24.8,20,0.2,396.8
10450,54,VICTE,1995-03-22,6,25,Victuailles en stock,France,Tourtière,Ma Maison,5.9,6,0.2,28.320000000000007
10451,55,QUICK,1995-03-22,6,25,QUICK-Stop,Germany,Pâté chinois,Ma Maison,19.2,120,0.1,2073.6
10451,64,QUICK,1995-03-22,5,12,QUICK-Stop,Germany,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,26.6,35,0.1,837.9
10451,65,QUICK,1995-03-22,2,2,QUICK-Stop,Germany,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,16.8,28,0.1,423.36
10451,77,QUICK,1995-03-22,2,12,QUICK-Stop,Germany,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,10.4,55,0.1,514.8000000000001
10452,28,SAVEA,1995-03-23,7,12,Save-a-lot Markets,USA,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,36.4,15,0,546
10452,44,SAVEA,1995-03-23,2,20,Save-a-lot Markets,USA,Gula Malacca,Leka Trading,15.5,100,0.05,1472.5
10453,48,AROUT,1995-03-24,3,22,Around the Horn,UK,Chocolade,Zaanse Snoepfabriek,10.2,15,0.1,137.70000000000002
10453,70,AROUT,1995-03-24,1,7,Around the Horn,UK,Outback Lager,"Pavlova, Ltd.",12,25,0.1,270
10454,16,LAMAI,1995-03-24,3,7,La maison d'Asie,France,Pavlova,"Pavlova, Ltd.",13.9,20,0.2,222.4
10454,33,LAMAI,1995-03-24,4,15,La maison d'Asie,France,Geitost,Norske Meierier,2,20,0.2,32
10454,46,LAMAI,1995-03-24,8,21,La maison d'Asie,France,Spegesild,Lyngbysild,9.6,10,0.2,76.80000000000001
10455,39,WARTH,1995-03-27,1,18,Wartian Herkku,Finland,Chartreuse verte,Aux joyeux ecclésiastiques,14.4,20,0,288
10455,53,WARTH,1995-03-27,6,24,Wartian Herkku,Finland,Perth Pasties,"G'day, Mate",26.2,50,0,1310
10455,61,WARTH,1995-03-27,2,29,Wartian Herkku,Finland,Sirop d'érable,Forêts d'érables,22.8,25,0,570
10455,71,WARTH,1995-03-27,4,15,Wartian Herkku,Finland,Fløtemysost,Norske Meierier,17.2,30,0,516
10456,21,KOENE,1995-03-28,3,8,Königlich Essen,Germany,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",8,40,0.15,272
10456,49,KOENE,1995-03-28,3,23,Königlich Essen,Germany,Maxilaku,Karkki Oy,16,21,0.15,285.59999999999997
10457,59,KOENE,1995-03-28,4,28,Königlich Essen,Germany,Raclette Courdavault,Gai pâturage,44,36,0,1584
10458,26,SUPRD,1995-03-29,3,11,Suprêmes délices,Belgium,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,24.9,30,0,747
10458,28,SUPRD,1995-03-29,7,12,Suprêmes délices,Belgium,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,36.4,30,0,1092
10458,43,SUPRD,1995-03-29,1,20,Suprêmes délices,Belgium,Ipoh Coffee,Leka Trading,36.8,20,0,736
10458,56,SUPRD,1995-03-29,5,26,Suprêmes délices,Belgium,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,15,0,456
10458,71,SUPRD,1995-03-29,4,15,Suprêmes délices,Belgium,Fløtemysost,Norske Meierier,17.2,50,0,860
10459,7,VICTE,1995-03-30,7,3,Victuailles en stock,France,Uncle Bob's Organic Dried Pears,Grandma Kelly's Homestead,24,16,0.05,364.79999999999995
10459,46,VICTE,1995-03-30,8,21,Victuailles en stock,France,Spegesild,Lyngbysild,9.6,20,0.05,182.39999999999998
10459,72,VICTE,1995-03-30,4,14,Victuailles en stock,France,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,40,0,1112
10460,68,FOLKO,1995-03-31,3,8,Folk och fä HB,Sweden,Scottish Longbreads,"Specialty Biscuits, Ltd.",10,21,0.25,157.5
10460,75,FOLKO,1995-03-31,1,12,Folk och fä HB,Sweden,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,6.2,4,0.25,18.6
10461,21,LILAS,1995-03-31,3,8,LILA-Supermercado,Venezuela,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",8,40,0.25,240
10461,30,LILAS,1995-03-31,8,13,LILA-Supermercado,Venezuela,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,28,0.25,434.70000000000005
10461,55,LILAS,1995-03-31,6,25,LILA-Supermercado,Venezuela,Pâté chinois,Ma Maison,19.2,60,0.25,864
10462,13,CONSH,1995-04-03,8,6,Consolidated Holdings,UK,Konbu,Mayumi's,4.8,1,0,4.8
10462,23,CONSH,1995-04-03,5,9,Consolidated Holdings,UK,Tunnbröd,PB Knäckebröd AB,7.2,21,0,151.20000000000002
10463,19,SUPRD,1995-04-04,3,8,Suprêmes délices,Belgium,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",7.3,21,0,153.29999999999998
10463,42,SUPRD,1995-04-04,5,20,Suprêmes délices,Belgium,Singaporean Hokkien Fried Mee,Leka Trading,11.2,50,0,560
10464,4,FURIB,1995-04-04,2,2,Furia Bacalhau e Frutos do Mar,Portugal,Chef Anton's Cajun Seasoning,New Orleans Cajun Delights,17.6,16,0.2,225.28000000000003
10464,43,FURIB,1995-04-04,1,20,Furia Bacalhau e Frutos do Mar,Portugal,Ipoh Coffee,Leka Trading,36.8,3,0,110.39999999999999
10464,56,FURIB,1995-04-04,5,26,Furia Bacalhau e Frutos do Mar,Portugal,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,30,0.2,729.6
10464,60,FURIB,1995-04-04,4,28,Furia Bacalhau e Frutos do Mar,Portugal,Camembert Pierrot,Gai pâturage,27.2,20,0,544
10465,24,VAFFE,1995-04-05,1,10,Vaffeljernet,Denmark,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,25,0,90
10465,29,VAFFE,1995-04-05,6,12,Vaffeljernet,Denmark,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,99,18,0.1,1603.8
10465,40,VAFFE,1995-04-05,8,19,Vaffeljernet,Denmark,Boston Crab Meat,New England Seafood Cannery,14.7,20,0,294
10465,45,VAFFE,1995-04-05,8,21,Vaffeljernet,Denmark,Røgede sild,Lyngbysild,7.6,30,0.1,205.20000000000002
10465,50,VAFFE,1995-04-05,3,23,Vaffeljernet,Denmark,Valkoinen suklaa,Karkki Oy,13,25,0,325
10466,11,COMMI,1995-04-06,4,5,Comércio Mineiro,Brazil,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',16.8,10,0,168
10466,46,COMMI,1995-04-06,8,21,Comércio Mineiro,Brazil,Spegesild,Lyngbysild,9.6,5,0,48
10467,24,MAGAA,1995-04-06,1,10,Magazzini Alimentari Riuniti,Italy,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,28,0,100.8
10467,25,MAGAA,1995-04-06,3,11,Magazzini Alimentari Riuniti,Italy,NuNuCa Nuß-Nougat-Creme,Heli Süßwaren GmbH & Co. KG,11.2,12,0,134.39999999999998
10468,30,KOENE,1995-04-07,8,13,Königlich Essen,Germany,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,8,0,165.6
10468,43,KOENE,1995-04-07,1,20,Königlich Essen,Germany,Ipoh Coffee,Leka Trading,36.8,15,0,552
10469,2,WHITC,1995-04-10,1,1,White Clover Markets,USA,Chang,Exotic Liquids,15.2,40,0.15,516.8
10469,16,WHITC,1995-04-10,3,7,White Clover Markets,USA,Pavlova,"Pavlova, Ltd.",13.9,35,0.15,413.525
10469,44,WHITC,1995-04-10,2,20,White Clover Markets,USA,Gula Malacca,Leka Trading,15.5,2,0.15,26.349999999999998
10470,18,BONAP,1995-04-11,8,7,Bon app',France,Carnarvon Tigers,"Pavlova, Ltd.",50,30,0,1500
10470,23,BONAP,1995-04-11,5,9,Bon app',France,Tunnbröd,PB Knäckebröd AB,7.2,15,0,108
10470,64,BONAP,1995-04-11,5,12,Bon app',France,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,26.6,8,0,212.8
10471,7,BSBEV,1995-04-11,7,3,B's Beverages,UK,Uncle Bob's Organic Dried Pears,Grandma Kelly's Homestead,24,30,0,720
10471,56,BSBEV,1995-04-11,5,26,B's Beverages,UK,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,20,0,608
10472,24,SEVES,1995-04-12,1,10,Seven Seas Imports,UK,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,80,0.05,273.59999999999997
10472,51,SEVES,1995-04-12,7,24,Seven Seas Imports,UK,Manjimup Dried Apples,"G'day, Mate",42.4,18,0,763.1999999999999
10473,33,ISLAT,1995-04-13,4,15,Island Trading,UK,Geitost,Norske Meierier,2,12,0,24
10473,71,ISLAT,1995-04-13,4,15,Island Trading,UK,Fløtemysost,Norske Meierier,17.2,12,0,206.39999999999998
10474,14,PERIC,1995-04-13,7,6,Pericles Comidas clásicas,Mexico,Tofu,Mayumi's,18.6,12,0,223.20000000000002
10474,28,PERIC,1995-04-13,7,12,Pericles Comidas clásicas,Mexico,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,36.4,18,0,655.1999999999999
10474,40,PERIC,1995-04-13,8,19,Pericles Comidas clásicas,Mexico,Boston Crab Meat,New England Seafood Cannery,14.7,21,0,308.7
10474,75,PERIC,1995-04-13,1,12,Pericles Comidas clásicas,Mexico,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,6.2,10,0,62
10475,31,SUPRD,1995-04-14,4,14,Suprêmes délices,Belgium,Gorgonzola Telino,Formaggi Fortini s.r.l.,10,35,0.15,297.5
10475,66,SUPRD,1995-04-14,2,2,Suprêmes délices,Belgium,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,13.6,60,0.15,693.6
10475,76,SUPRD,1995-04-14,1,23,Suprêmes délices,Belgium,Lakkalikööri,Karkki Oy,14.4,42,0.15,514.08
10476,55,HILAA,1995-04-17,6,25,HILARIÓN-Abastos,Venezuela,Pâté chinois,Ma Maison,19.2,2,0.05,36.48
10476,70,HILAA,1995-04-17,1,7,HILARIÓN-Abastos,Venezuela,Outback Lager,"Pavlova, Ltd.",12,12,0,144
10477,1,PRINI,1995-04-17,1,1,Princesa Isabel Vinhos,Portugal,Chai,Exotic Liquids,14.4,15,0,216
10477,21,PRINI,1995-04-17,3,8,Princesa Isabel Vinhos,Portugal,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",8,21,0.25,126
10477,39,PRINI,1995-04-17,1,18,Princesa Isabel Vinhos,Portugal,Chartreuse verte,Aux joyeux ecclésiastiques,14.4,20,0.25,216
10478,10,VICTE,1995-04-18,8,4,Victuailles en stock,France,Ikura,Tokyo Traders,24.8,20,0.05,471.2
10479,38,RATTC,1995-04-19,1,18,Rattlesnake Canyon Grocery,USA,Côte de Blaye,Aux joyeux ecclésiastiques,210.8,30,0,6324
10479,53,RATTC,1995-04-19,6,24,Rattlesnake Canyon Grocery,USA,Perth Pasties,"G'day, Mate",26.2,28,0,733.6
10479,59,RATTC,1995-04-19,4,28,Rattlesnake Canyon Grocery,USA,Raclette Courdavault,Gai pâturage,44,60,0,2640
10479,64,RATTC,1995-04-19,5,12,Rattlesnake Canyon Grocery,USA,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,26.6,30,0,798
10480,47,FOLIG,1995-04-20,3,22,Folies gourmandes,France,Zaanse koeken,Zaanse Snoepfabriek,7.6,30,0,228
10480,59,FOLIG,1995-04-20,4,28,Folies gourmandes,France,Raclette Courdavault,Gai pâturage,44,12,0,528
10481,49,RICAR,1995-04-20,3,23,Ricardo Adocicados,Brazil,Maxilaku,Karkki Oy,16,24,0,384
10481,60,RICAR,1995-04-20,4,28,Ricardo Adocicados,Brazil,Camembert Pierrot,Gai pâturage,27.2,40,0,1088
10482,40,LAZYK,1995-04-21,8,19,Lazy K Kountry Store,USA,Boston Crab Meat,New England Seafood Cannery,14.7,10,0,147
10483,34,WHITC,1995-04-24,1,16,White Clover Markets,USA,Sasquatch Ale,Bigfoot Breweries,11.2,35,0.05,372.4
10483,77,WHITC,1995-04-24,2,12,White Clover Markets,USA,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,10.4,30,0.05,296.4
10484,21,BSBEV,1995-04-24,3,8,B's Beverages,UK,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",8,14,0,112
10484,40,BSBEV,1995-04-24,8,19,B's Beverages,UK,Boston Crab Meat,New England Seafood Cannery,14.7,10,0,147
10484,51,BSBEV,1995-04-24,7,24,B's Beverages,UK,Manjimup Dried Apples,"G'day, Mate",42.4,3,0,127.19999999999999
10485,2,LINOD,1995-04-25,1,1,LINO-Delicateses,Venezuela,Chang,Exotic Liquids,15.2,20,0.1,273.6
10485,3,LINOD,1995-04-25,2,1,LINO-Delicateses,Venezuela,Aniseed Syrup,Exotic Liquids,8,20,0.1,144
10485,55,LINOD,1995-04-25,6,25,LINO-Delicateses,Venezuela,Pâté chinois,Ma Maison,19.2,30,0.1,518.4
10485,70,LINOD,1995-04-25,1,7,LINO-Delicateses,Venezuela,Outback Lager,"Pavlova, Ltd.",12,60,0.1,648
10486,11,HILAA,1995-04-26,4,5,HILARIÓN-Abastos,Venezuela,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',16.8,5,0,84
10486,51,HILAA,1995-04-26,7,24,HILARIÓN-Abastos,Venezuela,Manjimup Dried Apples,"G'day, Mate",42.4,25,0,1060
10486,74,HILAA,1995-04-26,7,4,HILARIÓN-Abastos,Venezuela,Longlife Tofu,Tokyo Traders,8,16,0,128
10487,19,QUEEN,1995-04-26,3,8,Queen Cozinha,Brazil,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",7.3,5,0,36.5
10487,26,QUEEN,1995-04-26,3,11,Queen Cozinha,Brazil,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,24.9,30,0,747
10487,54,QUEEN,1995-04-26,6,25,Queen Cozinha,Brazil,Tourtière,Ma Maison,5.9,24,0.25,106.20000000000002
10488,59,FRANK,1995-04-27,4,28,Frankenversand,Germany,Raclette Courdavault,Gai pâturage,44,30,0,1320
10488,73,FRANK,1995-04-27,8,17,Frankenversand,Germany,Röd Kaviar,Svensk Sjöföda AB,12,20,0.2,192
10489,11,PICCO,1995-04-28,4,5,Piccolo und mehr,Austria,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',16.8,15,0.25,189
10489,16,PICCO,1995-04-28,3,7,Piccolo und mehr,Austria,Pavlova,"Pavlova, Ltd.",13.9,18,0,250.20000000000002
10490,59,HILAA,1995-05-01,4,28,HILARIÓN-Abastos,Venezuela,Raclette Courdavault,Gai pâturage,44,60,0,2640
10490,68,HILAA,1995-05-01,3,8,HILARIÓN-Abastos,Venezuela,Scottish Longbreads,"Specialty Biscuits, Ltd.",10,30,0,300
10490,75,HILAA,1995-05-01,1,12,HILARIÓN-Abastos,Venezuela,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,6.2,36,0,223.20000000000002
10491,44,FURIB,1995-05-01,2,20,Furia Bacalhau e Frutos do Mar,Portugal,Gula Malacca,Leka Trading,15.5,15,0.15,197.625
10491,77,FURIB,1995-05-01,2,12,Furia Bacalhau e Frutos do Mar,Portugal,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,10.4,7,0.15,61.879999999999995
10492,25,BOTTM,1995-05-02,3,11,Bottom-Dollar Markets,Canada,NuNuCa Nuß-Nougat-Creme,Heli Süßwaren GmbH & Co. KG,11.2,60,0.05,638.4
10492,42,BOTTM,1995-05-02,5,20,Bottom-Dollar Markets,Canada,Singaporean Hokkien Fried Mee,Leka Trading,11.2,20,0.05,212.79999999999998
10493,65,LAMAI,1995-05-03,2,2,La maison d'Asie,France,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,16.8,15,0.1,226.8
10493,66,LAMAI,1995-05-03,2,2,La maison d'Asie,France,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,13.6,10,0.1,122.4
10493,69,LAMAI,1995-05-03,4,15,La maison d'Asie,France,Gudbrandsdalsost,Norske Meierier,28.8,10,0.1,259.2
10494,56,COMMI,1995-05-03,5,26,Comércio Mineiro,Brazil,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,30,0,912
10495,23,LAUGB,1995-05-04,5,9,Laughing Bacchus Wine Cellars,Canada,Tunnbröd,PB Knäckebröd AB,7.2,10,0,72
10495,41,LAUGB,1995-05-04,8,19,Laughing Bacchus Wine Cellars,Canada,Jack's New England Clam Chowder,New England Seafood Cannery,7.7,20,0,154
10495,77,LAUGB,1995-05-04,2,12,Laughing Bacchus Wine Cellars,Canada,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,10.4,5,0,52
10496,31,TRADH,1995-05-05,4,14,Tradição Hipermercados,Brazil,Gorgonzola Telino,Formaggi Fortini s.r.l.,10,20,0.05,190
10497,56,LEHMS,1995-05-05,5,26,Lehmanns Marktstand,Germany,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,14,0,425.59999999999997
10497,72,LEHMS,1995-05-05,4,14,Lehmanns Marktstand,Germany,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,25,0,695
10497,77,LEHMS,1995-05-05,2,12,Lehmanns Marktstand,Germany,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,10.4,25,0,260
10498,24,HILAA,1995-05-08,1,10,HILARIÓN-Abastos,Venezuela,Guaraná Fantástica,Refrescos Americanas LTDA,4.5,14,0,63
10498,40,HILAA,1995-05-08,8,19,HILARIÓN-Abastos,Venezuela,Boston Crab Meat,New England Seafood Cannery,18.4,5,0,92
10498,42,HILAA,1995-05-08,5,20,HILARIÓN-Abastos,Venezuela,Singaporean Hokkien Fried Mee,Leka Trading,14,30,0,420
10499,28,LILAS,1995-05-09,7,12,LILA-Supermercado,Venezuela,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,45.6,20,0,912
10499,49,LILAS,1995-05-09,3,23,LILA-Supermercado,Venezuela,Maxilaku,Karkki Oy,20,25,0,500
10500,15,LAMAI,1995-05-10,2,6,La maison d'Asie,France,Genen Shouyu,Mayumi's,15.5,12,0.05,176.7
10500,28,LAMAI,1995-05-10,7,12,La maison d'Asie,France,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,45.6,8,0.05,346.56
10501,54,BLAUS,1995-05-10,6,25,Blauer See Delikatessen,Germany,Tourtière,Ma Maison,7.45,20,0,149
10502,45,PERIC,1995-05-11,8,21,Pericles Comidas clásicas,Mexico,Røgede sild,Lyngbysild,9.5,21,0,199.5
10502,53,PERIC,1995-05-11,6,24,Pericles Comidas clásicas,Mexico,Perth Pasties,"G'day, Mate",32.8,6,0,196.79999999999998
10502,67,PERIC,1995-05-11,1,16,Pericles Comidas clásicas,Mexico,Laughing Lumberjack Lager,Bigfoot Breweries,14,30,0,420
10503,14,HUNGO,1995-05-12,7,6,Hungry Owl All-Night Grocers,Ireland,Tofu,Mayumi's,23.25,70,0,1627.5
10503,65,HUNGO,1995-05-12,2,2,Hungry Owl All-Night Grocers,Ireland,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,21.05,20,0,421
10504,2,WHITC,1995-05-12,1,1,White Clover Markets,USA,Chang,Exotic Liquids,19,12,0,228
10504,21,WHITC,1995-05-12,3,8,White Clover Markets,USA,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",10,12,0,120
10504,53,WHITC,1995-05-12,6,24,White Clover Markets,USA,Perth Pasties,"G'day, Mate",32.8,10,0,328
